TEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,TOR,ORB,FTR,2P_O,3P_O,YEAR
McNeese St.,28,11,93.7,108.7,0.1541,44.9,17.9,31.8,30.3,43.9,31.9,2013
Idaho,29,11,108.3,111.6,0.4141,52.7,21.2,33.1,37.6,51.4,36.8,2013
Northern Colorado,29,11,100.8,108.5,0.3003,51.3,20.2,31.4,33.2,49.2,37.1,2013
Cleveland St.,29,11,97.9,107.6,0.2531,46.9,21.2,31.9,30.4,45.1,33.5,2013
Lipscomb,29,11,96.2,107.7,0.2142,46.7,23.2,35.7,44.6,46.5,31.5,2013
Southeastern Louisiana,29,11,93.8,105.4,0.2079,45.6,19.5,26.4,36,42.1,35.5,2013
Jackson St.,29,11,93.7,106.8,0.1817,44.5,18.2,27.4,38.4,43.2,31.2,2013
Nevada,30,11,103.1,104.3,0.4671,47.3,18.7,28.9,41.8,47.8,30.9,2013
Bowling Green,30,11,95.4,98.5,0.4087,46.6,19.9,30.4,25.8,46.8,30.6,2013
North Texas,30,11,96,102.9,0.3104,44.4,20.7,33.6,41.5,44.9,28.6,2013
Campbell,30,11,96.1,110.1,0.174,48.2,20.1,32.7,30.8,48.7,31.2,2013
Chattanooga,30,11,96.5,110.9,0.1682,46,20,33.9,43,45.9,30.8,2013
Texas Tech,31,11,99.3,104,0.3703,46.5,21.5,32.1,38.1,47.9,28.8,2013
Eastern Illinois,31,11,97.3,108.5,0.2229,50.1,21.3,30.2,34.2,48.7,35,2013
DePaul,32,11,105.6,103.2,0.565,47.4,19.8,31.7,31.7,48.3,29.9,2013
Colgate,32,11,95.8,104.5,0.2684,48,19.8,26.2,27.6,46.1,34.2,2013
Northern Arizona,32,11,94.9,107.1,0.1995,48.7,20.5,27,31.4,48.5,32.7,2013
Texas St.,33,11,98.9,107.4,0.2782,47.8,19.3,26.9,36.5,46.7,33.2,2013
NJIT,25,12,93,102,0.2569,45.8,21.5,33.8,41.3,42.3,35.8,2013
Brown,27,12,94.3,99.7,0.3458,47.6,21.6,30.5,34.3,45.3,34,2013
Sacramento St.,27,12,94.7,106.3,0.2091,45.8,17.8,30.1,37.2,44.1,33,2013
UT Rio Grande Valley,28,12,90.5,106.3,0.1346,47.4,20.8,27,39.4,44.9,34.9,2013
Yale,29,12,101.5,103.6,0.4413,46.5,22.2,35,42.9,45,33.2,2013
William & Mary,29,12,106.1,108.5,0.4364,53.6,20,28.5,37.6,52.2,37.2,2013
Cal St. Northridge,29,12,101.2,107.3,0.3378,46.6,19.1,35.9,38.5,45.7,33,2013
Cal St. Fullerton,30,12,104.2,108.8,0.3797,53.6,18.1,25,35.5,51.8,37.7,2013
St. Francis NY,30,12,101.5,106.6,0.3617,48.4,18.2,34.3,31.6,48,32.8,2013
Cornell,30,12,98.3,106.6,0.2822,47.4,19.6,28.2,30.7,46.1,33.2,2013
Jacksonville,30,12,94.2,106.4,0.1987,46.1,21.5,33,36.3,45.4,32,2013
South Florida,31,12,99.8,96.9,0.5856,44.6,17.7,30.3,29.2,43.2,31.3,2013
Marshall,31,12,100.2,104.4,0.3831,48.1,22.9,37.6,45,49.1,30.9,2013
Holy Cross,31,12,97.4,103.5,0.3345,47.7,20.1,28.3,29.6,45.3,34.5,2013
North Florida,31,12,98.8,106.1,0.3053,50.6,22.1,31,29.7,50.2,34.2,2013
Western Carolina,31,12,99.6,107.4,0.2974,47.6,18.9,34.6,30.9,46,34,2013
Wofford,31,12,86.5,94.9,0.2543,44.2,20.3,25.9,27.9,43.2,30.7,2013
Georgia Southern,31,12,94.6,106.3,0.2071,45.9,20.1,30.9,35.4,44.2,33.1,2013
Prairie View A&M,31,12,87.1,103.5,0.1209,41.3,21.6,38.6,32.6,42,26,2013
Buffalo,32,12,102.5,103.4,0.4761,50.4,23.7,35.1,38.5,50,34.2,2013
Louisiana Lafayette,32,12,98.4,105.3,0.3135,48.6,19.6,29.1,35.1,46.9,34.5,2013
Bethune Cookman,32,12,96,107.5,0.2134,45.9,18.4,31.3,39,45.6,31,2013
Troy,33,12,97.3,107.5,0.2416,45.3,16.5,30.7,24.5,44.5,31.2,2013
Dayton,36,27,107,94.5,0.8059,52.9,17.9,23.3,48.1,52.6,35.6,2015
Saint Joseph's,36,28,114.2,97.6,0.86,51.2,14.3,28.3,37.4,52.3,32.7,2016
VCU,36,25,112.1,94.2,0.8811,51,16.3,33.2,32.2,50.1,35.2,2016
Rhode Island,35,25,111.1,94.1,0.8717,50.8,16.4,32.8,39.2,51.2,33.3,2017
Rhode Island,34,26,109.7,97.3,0.7988,51.1,15.3,31,30.1,50.4,35.2,2018
Virginia,34,30,112.1,84.1,0.9648,50.6,15.7,34.3,34.9,49.7,35.2,2015
Duke,37,28,122.1,95.6,0.9436,54.8,16.3,31.7,39.3,53.5,37.9,2017
Florida St.,35,26,115.4,95.2,0.9014,53.7,16.4,33.8,38.4,54.4,34.7,2017
Louisville,34,25,117.6,91.5,0.9469,51.4,16,36.7,34,50.5,35.5,2017
Notre Dame,36,26,119.3,96.4,0.9205,53.6,14,27.3,28.6,50.9,38.4,2017
Virginia,34,23,111.8,86.9,0.9477,52.4,15.6,28.3,26,49.7,38.5,2017
North Carolina,37,26,120.7,97.1,0.9242,52,16.7,37.4,28,51,35.9,2018
UMBC,33,25,102.1,102.2,0.4963,52.2,17.2,25.9,30.2,48.1,38.2,2018
Cincinnati,34,23,106.5,92.3,0.838,49.5,21,37.3,37.1,49.6,32.9,2015
Connecticut,36,25,110.5,93.4,0.8732,51.5,16.3,28.6,29.6,49.9,36.5,2016
Cincinnati,36,30,115.2,92.1,0.9292,52,15.3,35.5,32.5,52.1,34.5,2017
Cincinnati,36,31,111.6,87.7,0.9417,51.2,17,38.5,36,50.2,35.3,2018
Houston,35,27,114.8,93.9,0.9097,53.3,17.5,33.8,32.6,50.5,38.7,2018
UCF,33,24,112.7,93.3,0.898,52.9,17.6,29.5,45.3,52,36.5,2019
Iowa,34,22,114,92,0.9211,48.1,17.1,35.6,38,47.3,33.3,2015
Maryland,35,28,110.2,94,0.8619,51.2,18.9,28.9,44.5,48,37.6,2015
Ohio St.,35,24,113.9,93.1,0.9104,54.2,17,33.5,34.7,53.6,37,2015
Iowa,33,22,114.4,95.8,0.8853,51.3,14.8,31.9,33,48.7,37.4,2016
Michigan St.,35,20,111.6,94.9,0.8661,54,20.5,29.2,33.5,52.9,37.3,2017
Northwestern,36,24,111.2,95.2,0.8564,49.7,16,30.8,30.5,48.8,34.2,2017
Michigan St.,35,30,118.9,94.3,0.9347,56.9,19.2,37,35.9,55.2,40.1,2018
Ohio St.,34,25,116,94.3,0.9154,54.1,17.1,30.2,31.1,54.7,35.3,2018
Iowa,35,23,116.1,100.6,0.8385,52.7,17.2,29.8,42.3,51.4,36.4,2019
Maryland,34,23,111.6,93.3,0.8875,51.4,19.4,34.1,32.8,50.8,34.9,2019
Minnesota,36,22,110.4,96.3,0.8284,48.2,17.1,31.4,41.6,48.5,31.7,2019
Ohio St.,35,20,107.8,93.8,0.8329,50.3,18.7,27.6,33.7,49.7,34.1,2019
Kansas,36,27,113.6,90.6,0.9308,49.4,19.2,34.9,42.6,46.4,37.9,2015
Iowa St.,35,24,120,96.2,0.9265,55,14.1,25.7,27.6,51.8,40,2017
Baylor,34,20,114.6,99.2,0.84,51.2,19.7,37.9,32.3,51.2,34.1,2019
Kansas,36,26,112.9,92.4,0.9092,52.6,18.8,30.1,32.5,52.6,35,2019
Oklahoma,34,20,110.5,93.1,0.878,50.4,17,25.8,31.3,49.7,34.6,2019
Butler,34,23,108.5,88.6,0.9115,48.4,17,34.7,40.8,46.3,35.6,2015
Georgetown,33,22,112.6,93.5,0.8945,51.3,19.2,34.3,43.9,50.5,35.3,2015
Villanova,36,33,121.9,91.1,0.9663,55.3,16.3,32.5,41.8,53,38.9,2015
Butler,33,22,118.2,98.6,0.8899,52.6,14.5,32.2,39.3,49.9,39.3,2016
Providence,35,24,108.7,95.4,0.8193,48,16.1,30.4,37.3,48,32.1,2016
Xavier,34,28,117,94.3,0.9229,51.4,17.4,35.2,41.7,49.8,36.3,2016
Villanova,36,32,122.2,92.5,0.9611,57.5,17.1,30.2,35,59.2,36.9,2017
Butler,35,21,116.1,95.3,0.9068,54,15.7,27.6,26.1,54.3,35.7,2018
Seton Hall,34,22,117.8,98.2,0.8902,52.9,17.8,34.3,35.2,52,36.5,2018
Xavier,35,29,120.9,97.7,0.9211,55.9,17.2,30.2,41,55.9,37.2,2018
Villanova,36,26,114.6,98.9,0.8448,53.2,16.9,30.3,34.4,53.7,35.2,2019
Liberty,33,29,109.2,99.6,0.7428,55.9,17.2,25.2,26.7,56.4,36.8,2019
Hawaii,32,26,106.9,95,0.7945,51.9,18.1,30.4,45.4,54.1,32.2,2016
UC Irvine,36,31,107.2,97.6,0.7458,51.3,17.5,33.7,28.7,50.1,35.9,2019
UAB,35,19,102.7,100.1,0.5721,47.6,20.1,34.2,35.7,46.6,33.2,2015
Middle Tennessee,33,23,103.9,99.5,0.6224,51.7,17.1,28.7,34.9,47.8,39.2,2016
Middle Tennessee,35,31,111.2,96.6,0.8339,54.1,15.6,30.1,30,53.6,36.9,2017
Marshall,35,25,108.8,102.5,0.6633,54.7,17.2,22.4,33.1,55.5,35.9,2018
Yale,29,22,109.1,95.6,0.8209,52.2,19.9,39.3,41.7,51.4,36,2016
Buffalo,35,27,114.5,102.7,0.7761,54.8,16.5,31.9,29.9,54.3,37.1,2018
Buffalo,35,32,113.6,95.3,0.8819,53.4,16,31.7,32.7,55.7,33.7,2019
Northern Iowa,35,31,115.4,93,0.9228,55.9,17.8,27,39.8,53.3,39.8,2015
Northern Iowa,35,22,109.7,96.7,0.8109,53.2,15.2,17.7,34.1,51.3,37.2,2016
Wichita St.,34,25,110.3,87.8,0.9321,48.9,14.7,31.7,37.4,49.2,32.3,2016
Wichita St.,35,31,117.2,92.2,0.9403,54.2,16.2,34.2,40.4,50.7,40.2,2017
San Diego St.,35,26,103.1,87.5,0.8691,46.6,18.6,35.7,36.2,45.9,32,2015
Murray St.,31,28,110.4,98.6,0.7852,54.8,17.2,32,33.5,56.2,34.9,2019
Oregon,35,25,114.3,99.1,0.8379,52.3,16.9,30.2,29.1,50.8,36.9,2015
Utah,35,26,115.8,97.3,0.8807,55.1,18.2,29.2,37.9,55.5,36.3,2016
USC,36,26,113.3,100.6,0.7966,52.2,15.7,31,36.8,51,36.2,2017
Washington,36,27,105.6,93.1,0.8097,52.1,19.8,29.1,34.7,51.9,35,2019
Georgia St.,34,24,109.5,98,0.7802,52,16.3,30,37.7,53.4,32.2,2015
Arkansas Little Rock,33,28,107.6,96.7,0.7732,51.9,15.6,26.7,31.5,48.9,38.2,2016
Wofford,32,30,116.4,97.1,0.8892,57.5,16.1,31.8,27.8,53.9,41.4,2019
Arkansas,36,27,113.2,96,0.8696,50,16.9,35.7,37.3,48.8,34.9,2015
Kentucky,36,27,123.2,95.1,0.9517,53.5,16.2,37.5,37.8,52.9,36.6,2016
Arkansas,36,26,114.9,99.8,0.8339,51.4,16.6,31.9,38.1,50,36.5,2017
Alabama,36,20,107.9,95.3,0.8074,51.9,20.3,29.4,41.9,53.5,32.6,2018
Auburn,34,26,114,96.9,0.8672,50.8,16.4,32.1,39.8,48.7,35.7,2018
Florida,34,21,115.2,93.9,0.9132,50.8,14.3,28.7,32.6,47.6,37,2018
Tennessee,35,26,114.2,92,0.9225,50.8,17.9,33.4,35.5,47.3,38,2018
Florida,36,20,110.3,91.6,0.8947,49.8,17.9,30.6,29.9,49.5,33.4,2019
Stephen F. Austin,30,24,110.3,96.5,0.8235,54.8,17.7,33.5,34.3,54.5,36.9,2016
Saint Mary's,34,29,118,93.8,0.9334,57.8,17.5,33.1,27.8,56.9,39.4,2017
Wichita St.,35,34,116.4,93,0.9295,52.4,16.2,35,46.9,52.3,35,2014
Kansas,35,25,119.2,95.6,0.927,54.2,19.1,37.3,48.3,55.5,34,2014
Villanova,34,29,115.2,92.5,0.926,53.6,17.3,32.6,44.5,53.8,35.6,2014
Creighton,35,27,125.2,101.9,0.9144,58.9,15,27.7,33.9,56.3,41.4,2014
Syracuse,34,28,114.2,92.8,0.9156,48.2,14.8,38.1,38.2,47.7,33.1,2014
Saint Louis,33,26,104.9,90.4,0.8477,49.6,18.6,28.8,40.3,50.5,31.7,2014
North Carolina,34,24,113.4,94.7,0.8883,49.9,16.9,38.1,42.9,49.7,33.6,2014
Oregon,34,24,118.1,100,0.872,53.5,16.1,32.2,43.8,51,38.9,2014
Texas,35,24,112.4,96.7,0.8507,47.4,17.5,39.6,43.4,46.9,32.7,2014
Gonzaga,35,28,113.6,93.3,0.9064,55.2,17.4,30.6,41.2,53.6,39,2014
Memphis,33,23,112.6,97,0.8479,51.9,18.6,35.8,39.5,52.7,33,2014
Pittsburgh,36,26,117.1,94,0.9261,50.7,16.3,37.2,44.3,50.1,35.1,2014
Harvard,31,26,111.9,95.2,0.8641,52.1,17.6,32.3,48.4,49.7,38.6,2014
North Dakota St.,30,23,113.9,103,0.7613,54.5,15.6,30.6,41.6,55.4,34.7,2014
Stephen F. Austin,33,30,112,101.6,0.7527,52.3,16.9,38.2,39.9,52.3,34.9,2014
Mercer,33,24,109.6,101.8,0.6993,54,17.5,32,37.3,51.6,38.8,2014
Gonzaga,34,31,118.9,90.2,0.9599,54.9,17.2,37.8,40.8,55,36.5,2013
Saint Louis,35,28,108,87.5,0.9181,50.4,17.6,27.9,44,50,34,2013
VCU,36,27,113.8,92.1,0.9195,51.3,16.9,36.6,29.8,50.5,35.1,2013
Butler,35,26,109.2,93,0.8624,50.7,20.2,35.9,38.4,50.2,34.3,2013
Memphis,36,31,106.1,90.2,0.8672,52.4,20.7,35.6,37.2,51.1,37.2,2013
San Diego St.,32,21,106,89.5,0.8752,48.5,18.1,31.8,35.3,48.3,32.7,2013
Illinois,34,21,109.8,92.7,0.8749,47.5,17.6,33.6,31,47.4,31.7,2013
Creighton,36,28,116.4,95,0.9117,58.2,18.9,28.8,34.2,55.7,41.4,2013
Colorado St.,33,24,116.6,98.4,0.8759,49.2,17.2,41.4,44.1,48.4,34.1,2013
North Carolina,35,24,111.6,93,0.8902,49.3,17.2,34.6,28.2,46.3,37.2,2013
Temple,34,24,110.7,96.9,0.822,49,15.9,30.8,35.6,48.8,32.8,2013
Iowa St.,35,23,117.2,98.3,0.8828,53.8,18.5,34.2,33,51.9,37.4,2013
Minnesota,34,21,112.6,92.5,0.905,49.3,21.6,43.6,41.6,48.8,33.7,2013
California,33,21,105.4,92.3,0.8211,48,18.9,32.5,31.2,48.8,30.2,2013
Mississippi,36,27,110,95.6,0.834,49.1,15.9,34.1,38.8,49.4,32.4,2013
Harvard,29,19,104.9,99.9,0.6362,54.3,20.8,25.6,49.6,51.5,39.8,2013
Davidson,31,23,118.3,102.2,0.8435,55.4,14.1,29.6,28.5,53.1,38.7,2015
VCU,36,26,108.4,94,0.8373,48.7,15.7,31.8,37.3,46.9,34.3,2015
Dayton,33,25,105.5,92.6,0.8184,51.6,18.6,28.7,40.8,51.5,34.4,2016
Dayton,31,24,111.6,97,0.8333,53.6,16.9,25.6,43.4,51,38.4,2017
VCU,35,26,108.1,95.9,0.7988,51,17.8,31.3,36.4,51.5,33.1,2017
Davidson,33,21,117,102.3,0.823,57.4,14.5,22.6,24.6,56.5,38.9,2018
St. Bonaventure,34,26,109.6,99.7,0.7485,51.6,16.3,29.3,40.5,48.5,38.6,2018
Saint Louis,36,23,101.3,95.7,0.6599,46.7,19.3,36,39.4,47.2,30.4,2019
VCU,33,25,104.6,87.6,0.8838,50.1,20,31,35.7,53.1,30.5,2019
Pittsburgh,32,20,113.9,96.9,0.8659,51.1,17.5,36.9,36.1,50.4,35,2016
Miami FL,33,21,110.8,93.1,0.8804,51,19.5,33.4,34.3,49.8,35.6,2017
Virginia Tech,33,22,118.4,102.5,0.8401,56.9,17.2,23.4,40.9,54.6,40.3,2017
Miami FL,32,22,113.3,96.6,0.8623,53.1,16.8,29.1,29.1,52.2,36.4,2018
North Carolina St.,33,21,115.6,101.3,0.821,53.4,16.8,33.4,34.2,52.1,37.2,2018
Virginia,34,31,114.6,86.7,0.9612,52.7,14,27,24.5,50.1,38.3,2018
Virginia Tech,33,21,115.2,98.6,0.8579,57.7,17,23.9,36.5,57.3,38.8,2018
Louisville,34,20,112.9,93.1,0.9023,50.9,17.5,29.1,34.9,50.6,34.2,2019
Syracuse,34,20,110.5,94.2,0.8622,49.6,18.5,30.2,36.8,49.3,33.3,2019
Albany,33,24,104.9,102.2,0.5749,49.9,18.8,32.6,39,47.9,35.8,2015
Stony Brook,31,24,104.6,99.2,0.648,52.2,17.3,34.8,32.2,50.7,37.2,2016
Vermont,34,29,110,98.2,0.7864,55.3,17,29.8,34.3,55.5,36.7,2017
Vermont,33,27,107,98.1,0.7324,52.6,16.8,27.3,35.9,51.6,35.9,2019
SMU,33,26,111.1,94.6,0.8635,52.1,19.5,36.6,43.8,51.3,36.3,2015
Cincinnati,33,22,110,93.5,0.866,49.3,16.3,36.7,33.2,47.7,34.8,2016
Temple,33,21,106.3,97.4,0.7318,47,13.8,29.1,26.6,44.9,33.7,2016
SMU,35,30,120,94.1,0.9426,54.6,16.9,37.2,36,51,40.6,2017
Wichita St.,33,25,120.9,102.7,0.8671,55.1,16.5,35.4,34.8,53.8,38.1,2018
Cincinnati,35,28,112.3,93.8,0.8871,49,16,37.4,37.6,47.6,34.5,2019
Florida Gulf Coast,31,17,102.9,102.4,0.5136,51.5,17.2,31.7,37.3,51.5,34.2,2016
Florida Gulf Coast,31,26,107.8,103.4,0.6169,53.9,17.9,33.8,33.8,55.4,33.7,2017
Lipscomb,30,23,103.2,101.8,0.5375,51.5,20,27.4,40.6,53.2,32.7,2018
Indiana,34,20,119.5,103,0.8473,54.4,17.2,35.3,32.7,50.2,40.6,2015
Purdue,34,21,110.5,93.9,0.8654,50.3,19.9,36.5,41.7,50.9,32.7,2015
Michigan,35,22,113.4,99.4,0.82,54.5,14.5,24.8,27.8,52.6,38,2016
Michigan St.,35,29,122.5,96,0.9428,56.3,17.6,37.1,30,51.4,43.4,2016
Purdue,35,26,117.2,93.4,0.9316,53.6,17.7,35,35.4,52.8,36.7,2016
Maryland,32,24,113.4,97.9,0.8448,52.4,19,30.4,38.5,51,36.3,2017
Minnesota,34,24,109.3,92.9,0.8665,48.7,16.1,29.7,39.6,47.5,34.3,2017
Wisconsin,34,23,108.2,88.6,0.9089,51.1,14.6,24.5,27.3,49.7,35.9,2019
Baylor,33,23,116.3,92.7,0.9316,49.8,20.1,41.9,38.6,46.1,38.2,2015
Iowa St.,34,25,116.9,95.6,0.9103,54.3,15.8,28.3,36.5,54.3,36.2,2015
Oklahoma St.,31,17,110.7,95.4,0.8469,50.2,18.5,26.9,39,49.2,34.6,2015
Texas,34,20,110.3,90.7,0.9048,49.1,20.1,37.9,36.6,48.3,33.8,2015
Baylor,33,21,119.3,99.2,0.8924,51.6,18.6,40,38.6,49.8,37.4,2016
Texas,33,20,112.2,95.6,0.8627,49.4,15.4,30.7,39.5,48.5,34.1,2016
Texas Tech,32,19,113.1,98.9,0.8227,50,17.8,31.3,42.2,49.2,34.6,2016
West Virginia,35,26,114.8,90.4,0.9396,49.8,20,42,46.2,50.3,32.5,2016
Kansas St.,35,21,112.2,94.2,0.8818,52.7,19.1,29.5,41.1,51.8,36.2,2017
Oklahoma St.,32,20,126.8,102.3,0.9221,54,18.2,38.3,37.4,50.4,40.3,2017
Oklahoma,32,18,114.6,99.5,0.835,53.5,17.3,28.4,33.2,53.3,35.9,2018
TCU,33,21,119.5,100.5,0.8804,56.5,17.8,34.2,34.1,55.1,39.4,2018
Texas,34,19,109.3,93.7,0.8547,50,17,29.4,33,51.2,32,2018
Iowa St.,35,23,118.4,96.6,0.912,54.7,16.3,28.3,30,55,36.2,2019
Kansas St.,34,25,108,87.8,0.9151,49.4,17.4,28.3,30.6,48.9,33.4,2019
Providence,34,22,111.6,93.7,0.8821,48.4,18.1,35.2,40.7,48.9,31.3,2015
St. John's,32,20,110.6,94.7,0.8569,49.3,15.7,27.6,35.7,48.2,34.5,2015
Seton Hall,34,25,110.8,91.4,0.9014,49.8,19.4,34.7,40.4,48.8,34.7,2016
Creighton,34,25,114.5,95.2,0.8931,57.6,17.1,24.2,27.9,56.4,39.8,2017
Marquette,32,19,121.8,101.8,0.8881,57.5,17.3,27.1,31,52.7,42.9,2017
Seton Hall,33,21,108.9,95.6,0.8178,49.9,19.5,35.7,37.6,49.6,33.8,2017
Creighton,32,21,116.2,97.4,0.8836,57.4,15.6,22.5,26.5,58.7,37.2,2018
Providence,35,21,108.4,95.9,0.8027,49.6,17.4,28.9,38.6,49.5,33.2,2018
Marquette,34,24,111.7,95.9,0.8524,53.5,19.4,29.4,35.1,50,38.8,2019
Seton Hall,34,20,107.9,96.9,0.7749,49.9,17.5,29.5,34.5,50.6,32.4,2019
Eastern Washington,32,23,110.1,107.6,0.5648,55.1,15.9,29.3,35.2,52.2,39.3,2015
Weber St.,32,23,101.7,99.5,0.5599,54.5,19.6,25.9,45.7,55.3,35.5,2016
North Dakota,29,22,103.1,102.7,0.5112,53.4,18.3,26,36.1,51.4,38.7,2017
Montana,32,26,106.7,98.4,0.7184,51.2,17.4,33.5,38.3,51.4,33.7,2018
Montana,33,26,106.2,103.2,0.5812,56.1,17.3,27.4,31.6,55.6,37.8,2019
Coastal Carolina,30,20,104.5,103,0.5417,50,17.5,34.8,38.9,48.1,35.9,2015
UNC Asheville,32,20,101.2,99.4,0.5487,49.6,18.6,31.6,41.8,50.2,32.1,2016
Winthrop,31,26,105.3,101.3,0.6106,53.5,17.8,26.3,38.2,50.9,37.9,2017
Radford,34,23,101.3,102.8,0.4559,49.3,18.7,32,31.2,47.1,35,2018
Gardner Webb,32,23,106,106.6,0.4852,54.8,17.1,22.4,38.3,53.6,37.7,2019
UC Irvine,32,19,105.1,96.8,0.7202,50.7,18.2,30,30.2,47.8,38.2,2015
UC Davis,34,23,97.4,100.8,0.4033,48.4,20.3,29.1,40.8,46.9,34.5,2017
Cal St. Fullerton,30,20,101.6,102.5,0.476,51.6,20.7,26,45.6,52,33.8,2018
Northeastern,35,23,107,101,0.6586,54.5,21.5,30.1,41.4,53,38.6,2015
UNC Wilmington,31,23,109.5,100.9,0.7186,51.2,15.9,32.1,35.6,51,34.4,2016
UNC Wilmington,33,29,117.7,105,0.7881,55,13.9,32.5,30.8,55.7,36.1,2017
College of Charleston,32,26,106.8,104.3,0.5685,52.7,15.1,25.5,36.6,52,35.9,2018
Northeastern,34,23,109.1,102.5,0.6712,56.5,16.6,22.7,34.3,55.8,38.2,2019
Old Dominion,35,26,99.3,94.6,0.6339,47.2,17.8,32.1,28.9,44.1,34.9,2019
Valparaiso,31,25,105,94.5,0.7706,51.3,19,34.7,36.6,48,38.4,2015
Green Bay,34,21,106.9,104.2,0.5729,49.8,15.8,30.9,42.2,48.5,35,2016
Northern Kentucky,33,24,105.5,104.1,0.537,52.4,18.8,31.2,36.5,51.6,35.7,2017
Wright St.,33,25,99.4,97.2,0.5638,48.6,18.6,28.7,35.3,47.7,33.5,2018
Northern Kentucky,33,26,107.8,101.3,0.6719,54.6,17.8,30.6,34.8,55,36,2019
Harvard,28,20,102.4,94.9,0.7057,47.1,18.4,32.4,38.9,45.5,34.3,2015
Princeton,29,23,107.6,95.4,0.7989,53.2,15.2,24.1,24.4,50.5,37.6,2017
Penn,32,24,103.6,97.6,0.6644,52.9,16.6,23.8,33.4,53.3,34.8,2018
Yale,29,22,110.5,102.5,0.7034,55.6,17.8,26.3,30.1,56,36.5,2019
Iona,33,22,109.1,102.1,0.6822,53.8,17.6,29.2,32.4,52.5,37,2016
Iona,35,22,109.3,106,0.5879,53.4,16.5,27,31,49.3,39.7,2017
Iona,34,20,108.8,107.6,0.5333,53.9,16,24.5,30.2,51.5,38.3,2018
Iona,33,17,105.2,108.8,0.4044,53,17.3,25.1,36.8,53.2,35.1,2019
Buffalo,33,23,109.1,98,0.7742,48.7,16.7,34.5,42.6,47.6,34.1,2015
Buffalo,34,19,105.1,102.4,0.5746,49.6,18.8,31.8,41.6,49,33.7,2016
Kent St.,35,22,104.1,102.9,0.5322,48.2,17.9,38.1,32.5,48.5,31.7,2017
Hampton,35,17,94.8,102.3,0.2939,45.6,20.2,31.8,43.8,45.6,30.4,2015
Hampton,31,20,98.2,107.5,0.2615,46.7,18.7,34.5,41.3,47.3,30.5,2016
Bradley,34,20,101.1,100.5,0.517,49.7,18.8,26.7,36.3,46.5,37,2019
Wyoming,33,23,102.1,98.2,0.6121,52.2,18.8,22,40.4,54.4,32.6,2015
Fresno St.,33,23,106.3,100.1,0.6646,48.4,15.1,30,37.7,47,34.4,2016
Nevada,35,28,113.7,100.7,0.8021,52.5,15.5,30.4,41.3,49.2,38.2,2017
San Diego St.,32,22,110.2,94.9,0.8486,51.7,17,31.6,35.1,52,34.1,2018
Nevada,34,29,112.5,95.9,0.8618,53.7,14.6,27.2,40.8,54.9,34.7,2019
Utah St.,34,28,111.3,96.8,0.8329,53.9,18.2,32,36.7,54.2,35.7,2019
Robert Morris,35,20,100.7,103.3,0.4286,50.1,19.8,31,35.5,47.4,37.5,2015
Mount St. Mary's,36,20,98.9,101.8,0.4155,51,19.2,23.1,32.4,49.4,35.8,2017
Fairleigh Dickinson,33,21,104.5,110.3,0.3494,54.2,19.7,29.5,35.7,51,40.1,2019
Belmont,32,21,108.7,106.8,0.5497,56.5,20.3,28.9,32.2,56.4,37.7,2015
Austin Peay,34,16,103.4,109.1,0.3501,51.3,20.2,31.9,47,51,34.7,2016
Jacksonville St.,33,20,104.4,104.2,0.5054,52.6,20.7,31.2,33.4,50.8,37.2,2017
Murray St.,30,26,110.6,100.8,0.7449,55,17.6,32.9,37.3,54.4,37.2,2018
Belmont,32,27,114.9,101,0.8138,57.6,15.2,25.3,28.5,59.2,37,2019
Arizona,34,25,116.1,95.7,0.9022,53.6,18.2,35,43.8,52.2,38.1,2016
California,34,23,112.4,92.8,0.9006,52.2,17.7,32.4,41.7,51.1,36.3,2016
Colorado,33,21,107.8,95.2,0.8072,48.4,18.8,34.8,40.5,43.9,38.6,2016
Oregon St.,31,18,109.9,98.1,0.788,49.8,16.6,29,36.8,46.9,37.4,2016
USC,34,21,113.7,98.7,0.8352,52.2,16.6,32.1,35.1,49.4,38.7,2016
Arizona,35,27,117,100.4,0.8528,56.3,17.5,33.2,36.9,56.7,36.9,2018
Arizona St.,34,23,108.7,97.6,0.775,50.6,18.7,31.7,43.8,50.8,33.6,2019
Lafayette,32,19,109.8,114.5,0.3839,55.8,17.1,27.7,30.4,52.8,40.8,2015
Holy Cross,35,15,96.7,106.9,0.2398,47.9,16.8,23.1,36.1,47.2,32.6,2016
Bucknell,35,26,108.3,99.1,0.7352,55.3,18.9,26.8,37.2,54.3,37.9,2017
Bucknell,35,25,108,101.3,0.676,53.9,17,27,42.6,55,34.8,2018
Colgate,34,24,109.1,105.5,0.5961,55.9,19.3,30.2,28.4,53.5,39.5,2019
Troy,35,22,108.8,106.6,0.5596,51.6,17.8,30.8,40.1,50.9,35.1,2017
Georgia St.,33,24,108.8,101.5,0.6894,53.9,16.7,25.6,30.9,50.9,38.7,2018
Georgia St.,33,24,106.4,101.1,0.6418,53.7,16.4,23,35.4,51.2,38.1,2019
Wofford,33,26,102.3,96.8,0.6547,51.1,17.2,29.4,37.6,49.1,36.8,2015
Chattanooga,33,27,105.6,100.8,0.6286,51.7,18,32.3,41.6,50.7,35.6,2016
East Tennessee St.,33,27,107.3,97.1,0.7595,55.8,20.8,30.1,42.8,55,38.2,2017
